run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
SRR17128805	SAMN23169419	SRX13313322	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/005/SRR17128805/SRR17128805_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/005/SRR17128805/SRR17128805_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR171/005/SRR17128805	
SRR17128853	SAMN23169386	SRX13313274	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/053/SRR17128853/SRR17128853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/053/SRR17128853/SRR17128853_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR171/053/SRR17128853	
SRR17208213	SAMN23169435	SRX13388133	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/013/SRR17208213/SRR17208213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/013/SRR17208213/SRR17208213_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR172/013/SRR17208213	
SRR17227788	SAMN23169417	SRX13407084	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/088/SRR17227788/SRR17227788_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/088/SRR17227788/SRR17227788_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR172/088/SRR17227788	
SRR17128809	SAMN23169394	SRX13313318	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/009/SRR17128809/SRR17128809_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/009/SRR17128809/SRR17128809_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR171/009/SRR17128809	
SRR17227789	SAMN23169416	SRX13407083	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/089/SRR17227789/SRR17227789_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/089/SRR17227789/SRR17227789_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR172/089/SRR17227789	
SRR17128810	SAMN23169393	SRX13313317	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/010/SRR17128810/SRR17128810_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/010/SRR17128810/SRR17128810_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR171/010/SRR17128810	
SRR17227793	SAMN23169400	SRX13407079	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/093/SRR17227793/SRR17227793_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/093/SRR17227793/SRR17227793_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR172/093/SRR17227793	
SRR17128811	SAMN23169392	SRX13313316	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/011/SRR17128811/SRR17128811_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/011/SRR17128811/SRR17128811_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR171/011/SRR17128811	
SRR17227795	SAMN23169438	SRX13407077	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/095/SRR17227795/SRR17227795_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/095/SRR17227795/SRR17227795_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR172/095/SRR17227795	
SRR17128815	SAMN23169415	SRX13313312	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/015/SRR17128815/SRR17128815_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/015/SRR17128815/SRR17128815_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR171/015/SRR17128815	
SRR17227802	SAMN23169399	SRX13407070	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/002/SRR17227802/SRR17227802_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/002/SRR17227802/SRR17227802_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR172/002/SRR17227802	
SRR17128818	SAMN23169412	SRX13313309	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/018/SRR17128818/SRR17128818_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/018/SRR17128818/SRR17128818_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR171/018/SRR17128818	
SRR18495437	SAMN23169421	SRX14626941	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR184/037/SRR18495437/SRR18495437_subreads.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR184/037/SRR18495437	
SRR18495439	SAMN23169419	SRX14626939	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR184/039/SRR18495439/SRR18495439_subreads.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR184/039/SRR18495439	
SRR17128821	SAMN23169438	SRX13313306	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/021/SRR17128821/SRR17128821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/021/SRR17128821/SRR17128821_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR171/021/SRR17128821	
SRR18495445	SAMN23169439	SRX14626933	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR184/045/SRR18495445/SRR18495445_subreads.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR184/045/SRR18495445	
SRR17128824	SAMN23169391	SRX13313303	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/024/SRR17128824/SRR17128824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/024/SRR17128824/SRR17128824_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR171/024/SRR17128824	
SRR18495449	SAMN23169435	SRX14626929	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR184/049/SRR18495449/SRR18495449_subreads.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR184/049/SRR18495449	
SRR17128826	SAMN23169434	SRX13313301	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/026/SRR17128826/SRR17128826_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/026/SRR17128826/SRR17128826_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR171/026/SRR17128826	
SRR17128836	SAMN23169403	SRX13313291	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/036/SRR17128836/SRR17128836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/036/SRR17128836/SRR17128836_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR171/036/SRR17128836	
SRR17128837	SAMN23169431	SRX13313290	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/037/SRR17128837/SRR17128837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/037/SRR17128837/SRR17128837_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR171/037/SRR17128837	
SRR17128847	SAMN23169400	SRX13313280	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/047/SRR17128847/SRR17128847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/047/SRR17128847/SRR17128847_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR171/047/SRR17128847	
SRR17128852	SAMN23169387	SRX13313275	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/052/SRR17128852/SRR17128852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/052/SRR17128852/SRR17128852_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR171/052/SRR17128852	
SRR17208211	SAMN23169439	SRX13388135	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/011/SRR17208211/SRR17208211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/011/SRR17208211/SRR17208211_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR172/011/SRR17208211	
SRR17208212	SAMN23169437	SRX13388134	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/012/SRR17208212/SRR17208212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/012/SRR17208212/SRR17208212_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR172/012/SRR17208212	
SRR17208214	SAMN23169421	SRX13388132	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/014/SRR17208214/SRR17208214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/014/SRR17208214/SRR17208214_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR172/014/SRR17208214	
SRR17208216	SAMN23169417	SRX13388130	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/016/SRR17208216/SRR17208216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/016/SRR17208216/SRR17208216_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR172/016/SRR17208216	
SRR17227786	SAMN23169419	SRX13407086	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/086/SRR17227786/SRR17227786_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/086/SRR17227786/SRR17227786_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR172/086/SRR17227786	
SRR17227787	SAMN23169418	SRX13407085	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/087/SRR17227787/SRR17227787_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/087/SRR17227787/SRR17227787_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR172/087/SRR17227787	
SRR17227790	SAMN23169403	SRX13407082	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/090/SRR17227790/SRR17227790_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/090/SRR17227790/SRR17227790_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR172/090/SRR17227790	
SRR17227792	SAMN23169401	SRX13407080	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/092/SRR17227792/SRR17227792_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/092/SRR17227792/SRR17227792_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR172/092/SRR17227792	
SRR17227799	SAMN23169434	SRX13407073	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/099/SRR17227799/SRR17227799_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/099/SRR17227799/SRR17227799_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR172/099/SRR17227799	
SRR17227803	SAMN23169398	SRX13407069	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/003/SRR17227803/SRR17227803_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR172/003/SRR17227803/SRR17227803_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR172/003/SRR17227803	
SRR18495442	SAMN23169403	SRX14626936	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR184/042/SRR18495442/SRR18495442_subreads.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR184/042/SRR18495442	
SRR18495443	SAMN23169402	SRX14626935	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR184/043/SRR18495443/SRR18495443_subreads.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR184/043/SRR18495443	
SRR18495446	SAMN23169438	SRX14626932	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR184/046/SRR18495446/SRR18495446_subreads.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR184/046/SRR18495446	
SRR18495447	SAMN23169437	SRX14626931	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR184/047/SRR18495447/SRR18495447_subreads.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR184/047/SRR18495447	
SRR18495451	SAMN23169399	SRX14626927	PRJNA778418	1154581	food fermentation metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR184/051/SRR18495451/SRR18495451_subreads.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR184/051/SRR18495451	
