run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
SRR11674005	SAMN14825717	SRX8234937	PRJNA629478	942017	activated sludge metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/005/SRR11674005/SRR11674005_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/005/SRR11674005/SRR11674005_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR116/005/SRR11674005	
SRR11674007	SAMN14825715	SRX8234935	PRJNA629478	942017	activated sludge metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/007/SRR11674007/SRR11674007_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/007/SRR11674007/SRR11674007_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR116/007/SRR11674007	
SRR11674010	SAMN14825713	SRX8234932	PRJNA629478	942017	activated sludge metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/010/SRR11674010/SRR11674010_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/010/SRR11674010/SRR11674010_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR116/010/SRR11674010	
SRR11674013	SAMN14825710	SRX8234929	PRJNA629478	942017	activated sludge metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/013/SRR11674013/SRR11674013_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/013/SRR11674013/SRR11674013_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR116/013/SRR11674013	
SRR11674017	SAMN14825706	SRX8234925	PRJNA629478	942017	activated sludge metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/017/SRR11674017/SRR11674017_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/017/SRR11674017/SRR11674017_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR116/017/SRR11674017	
SRR11674026	SAMN14825698	SRX8234916	PRJNA629478	942017	activated sludge metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/026/SRR11674026/SRR11674026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/026/SRR11674026/SRR11674026_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR116/026/SRR11674026	
SRR11674027	SAMN14825697	SRX8234915	PRJNA629478	942017	activated sludge metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/027/SRR11674027/SRR11674027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/027/SRR11674027/SRR11674027_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR116/027/SRR11674027	
SRR11674028	SAMN14825674	SRX8234914	PRJNA629478	942017	activated sludge metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/028/SRR11674028/SRR11674028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/028/SRR11674028/SRR11674028_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR116/028/SRR11674028	
SRR11674030	SAMN14825664	SRX8234912	PRJNA629478	942017	activated sludge metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/030/SRR11674030/SRR11674030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/030/SRR11674030/SRR11674030_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR116/030/SRR11674030	
SRR11674032	SAMN14825695	SRX8234910	PRJNA629478	942017	activated sludge metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/032/SRR11674032/SRR11674032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/032/SRR11674032/SRR11674032_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR116/032/SRR11674032	
SRR11674036	SAMN14825692	SRX8234906	PRJNA629478	942017	activated sludge metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/036/SRR11674036/SRR11674036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/036/SRR11674036/SRR11674036_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR116/036/SRR11674036	
SRR11674040	SAMN14825688	SRX8234902	PRJNA629478	942017	activated sludge metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/040/SRR11674040/SRR11674040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/040/SRR11674040/SRR11674040_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR116/040/SRR11674040	
SRR11674042	SAMN14825686	SRX8234900	PRJNA629478	942017	activated sludge metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/042/SRR11674042/SRR11674042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/042/SRR11674042/SRR11674042_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR116/042/SRR11674042	
SRR11674043	SAMN14825685	SRX8234899	PRJNA629478	942017	activated sludge metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/043/SRR11674043/SRR11674043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/043/SRR11674043/SRR11674043_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR116/043/SRR11674043	
SRR11674052	SAMN14825677	SRX8234890	PRJNA629478	942017	activated sludge metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/052/SRR11674052/SRR11674052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/052/SRR11674052/SRR11674052_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR116/052/SRR11674052	
SRR11674053	SAMN14825676	SRX8234889	PRJNA629478	942017	activated sludge metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/053/SRR11674053/SRR11674053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/053/SRR11674053/SRR11674053_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR116/053/SRR11674053	
SRR11673966	SAMN14825726	SRX8234976	PRJNA629478	942017	activated sludge metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/066/SRR11673966/SRR11673966_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR116/066/SRR11673966	
SRR11673967	SAMN14825723	SRX8234975	PRJNA629478	942017	activated sludge metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/067/SRR11673967/SRR11673967_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR116/067/SRR11673967	
SRR11673968	SAMN14825720	SRX8234974	PRJNA629478	942017	activated sludge metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/068/SRR11673968/SRR11673968_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR116/068/SRR11673968	
SRR11673969	SAMN14825717	SRX8234973	PRJNA629478	942017	activated sludge metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/069/SRR11673969/SRR11673969_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR116/069/SRR11673969	
SRR11673974	SAMN14825702	SRX8234968	PRJNA629478	942017	activated sludge metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/074/SRR11673974/SRR11673974_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR116/074/SRR11673974	
SRR11673977	SAMN14825696	SRX8234965	PRJNA629478	942017	activated sludge metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/077/SRR11673977/SRR11673977_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR116/077/SRR11673977	
SRR11673982	SAMN14825681	SRX8234960	PRJNA629478	942017	activated sludge metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/082/SRR11673982/SRR11673982_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR116/082/SRR11673982	
SRR11673983	SAMN14825678	SRX8234959	PRJNA629478	942017	activated sludge metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/083/SRR11673983/SRR11673983_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR116/083/SRR11673983	
