run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
SRR18491317	SAMN26980081	SRX14622811	PRJNA820119	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR184/017/SRR18491317/SRR18491317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR184/017/SRR18491317/SRR18491317_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR184/017/SRR18491317	
SRR18491320	SAMN26980402	SRX14622808	PRJNA820119	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR184/020/SRR18491320/SRR18491320_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR184/020/SRR18491320	
SRR18491322	SAMN26980400	SRX14622806	PRJNA820119	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR184/022/SRR18491322/SRR18491322_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR184/022/SRR18491322	
SRR18491323	SAMN26980399	SRX14622805	PRJNA820119	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR184/023/SRR18491323/SRR18491323_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR184/023/SRR18491323	
SRR18491324	SAMN26980398	SRX14622804	PRJNA820119	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR184/024/SRR18491324/SRR18491324_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR184/024/SRR18491324	
SRR18491325	SAMN26980397	SRX14622803	PRJNA820119	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR184/025/SRR18491325/SRR18491325_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR184/025/SRR18491325	
SRR18491326	SAMN26980396	SRX14622802	PRJNA820119	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR184/026/SRR18491326/SRR18491326_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR184/026/SRR18491326	
SRR18491328	SAMN26980080	SRX14622800	PRJNA820119	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR184/028/SRR18491328/SRR18491328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR184/028/SRR18491328/SRR18491328_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR184/028/SRR18491328	
SRR18491329	SAMN26980394	SRX14622799	PRJNA820119	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR184/029/SRR18491329/SRR18491329_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR184/029/SRR18491329	
SRR18490940	SAMN26980384	SRX14622788	PRJNA820119	749906	gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR184/040/SRR18490940/SRR18490940_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR184/040/SRR18490940	
